Ministry,Subcategory,LineItem,Amount_thousands_ISK,Year,normalized_category
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,INNGANGSORÐ FJÁRMÁLARÁÐAHERRA,"urinn 2,6% á árinu 2006 en hann var rúmlega 7% næstu tvö ár á milljarðar og nemur hækkun þeirra 9,6%. Ef frá er taldar fjármagns-",9.6,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,INNGANGSORÐ FJÁRMÁLARÁÐAHERRA,"afkomu á árinu 2006. Samkvæmt niðurstöðutölum ríkisreiknings sölu Landsímans, þá nemur hækkunin tæplega 54%.",54.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,INNGANGSORÐ FJÁRMÁLARÁÐAHERRA,fyrir árið 2006 nam afgangur á rekstrarreikningi 82 milljörðum króna,82.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,INNGANGSORÐ FJÁRMÁLARÁÐAHERRA,"samanborið við 113 milljarða afgang árið áður. Þegar afkoman er Giöld ársins 2006 nema 340 milljörðum króna en það er 29,8%",29.8,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,INNGANGSORÐ FJÁRMÁLARÁÐAHERRA,"skoðuð án tilfallandi liða eins og eignasölu, lífeyrisskuldbindinga og af landsframleiðslunni. Árið 2005 voru gjöldin 308 milljarðar eða",308.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,INNGANGSORÐ FJÁRMÁLARÁÐAHERRA,"afskrift skattkrafna er afgangur af venjubundinni starfsemi 91 mill- 30,2% af landsframleiðslunni. Gjöldin hækka því um 32 milljarða",32.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,INNGANGSORÐ FJÁRMÁLARÁÐAHERRA,"jarður króna á meðan afgangur ársins á undan nam 63 milljörðum. króna eða 3,3% að raungildi miðað við breytingar neysluverðsvísitöl-",3.3,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,INNGANGSORÐ FJÁRMÁLARÁÐAHERRA,"Handbært fé frá rekstri, þ.e. það fjármagn sem rekstur ríkissjóðs og var 86 milljörðum króna varið til þeirra. Þau nema 25,2% af",25.2,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,INNGANGSORÐ FJÁRMÁLARÁÐAHERRA,"skilar til að bæta eignastöðu sína, nam 88 milljörðum króna á árinu útgjöldum ríkisins og er hækkun frá fyrra ári 9 milljarðar eða 4,5%",4.5,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,INNGANGSORÐ FJÁRMÁLARÁÐAHERRA,samanborið við 35 milljarða árið á undan. Ríkissjóður nýtti þessa að raungildi. Hér vega sjúkrahúsaþjónusta og heilsugæsla þyngst eða,35.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,INNGANGSORÐ FJÁRMÁLARÁÐAHERRA,góðu greiðsluafkomu til að lækka skuldir og bæta sjóðstöðu sína hjá 79%. Gjöld vegna almannatrygginga og velferðarmála nema 74 mill-,74.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,INNGANGSORÐ FJÁRMÁLARÁÐAHERRA,"Seðlabankanum í því skyni að vega á móti þenslu og eftirspurn í hag- jörðum og eru 21,8% af gjöldum ríkisins. Undir þennan málaflokk",21.8,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,INNGANGSORÐ FJÁRMÁLARÁÐAHERRA,"kerfinu. Undanfarin tvö ár hefur ríkissjóður aukið við innstæður sínar falla meðal annars útgjöld vegna tryggingamála 48 milljarðar, barna",48.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,INNGANGSORÐ FJÁRMÁLARÁÐAHERRA,"í Seðlabankanum og námu þær 81 milljarði króna í lok árs 2006. og vaxtabætur 12 milljarðar, fæðingarorlof 7 milljarðar og málefni",7.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,INNGANGSORÐ FJÁRMÁLARÁÐAHERRA,Aukningin nam 17 milljörðum á árinu 2005 og rúmum 47 millj fatlaðra 8 milljarðar. Gjöld til menntamála námu 34 milljörðum og,34.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,INNGANGSORÐ FJÁRMÁLARÁÐAHERRA,"örðum á árinu 2006. Þess utan voru 32 milljarðar af söluandvirði hækka um 4,4% að raungildi. Hér er einkum um að ræða útgjöld til",4.4,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,INNGANGSORÐ FJÁRMÁLARÁÐAHERRA,"þessu lækkuðu hreinar skuldir og skuldbindingar ríkissjóðs, þ.e. 46 milljörðum og hækka um 6% að raungildi. Hér er m.a. um að",6.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,INNGANGSORÐ FJÁRMÁLARÁÐAHERRA,staða heildarskulda að meðtöldum lífeyrisskuldbindingum umfram ræða 16 milljarða útgjöld til samgöngumála og 11 milljarðar til land-,11.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,INNGANGSORÐ FJÁRMÁLARÁÐAHERRA,"stöðu veittra lána, úr 24,6% af landsframleiðslu í árslok 2005 í búnaðarmála. Gjöld vegna annarra málaflokka nema samtals 101",101.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,INNGANGSORÐ FJÁRMÁLARÁÐAHERRA,"22,8% í árslok 2006 milljarði. Af veigamestu útgjöldum sem hér falla undir eru menn-",22.8,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,INNGANGSORÐ FJÁRMÁLARÁÐAHERRA,"inga, íþrótta- og trúmál 15 milljarðar, löggæslu og öryggismál 14",14.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,INNGANGSORÐ FJÁRMÁLARÁÐAHERRA,"Í lok síðasta árs tók ríkissjóður erlent lán að jafnvirði einum milljarði milljarðar, afskriftir skattkrafna 11 milljarðar, lífeyrisskuldbindingar",11.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,INNGANGSORÐ FJÁRMÁLARÁÐAHERRA,eura til að styrkja gjaldeyrisforða þjóðarbúsins. Andvirði lánsins var 11 milljarðar og fjármagnskostnaður 15 milljarðar króna,15.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,INNGANGSORÐ FJÁRMÁLARÁÐAHERRA,", (1,",1.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,bankans á þessu sviði.,6 milljörðum króna og í lok árs var uppsöfnuð staða innborgana að,6.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,bankans á þessu sviði.,meðtalinni ávöxtun alls 126 milljarðar króna.,126.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,bankans á þessu sviði.,Tekjur ársins 2006 urðu alls 422 milljarðar króna á árinu en það er,422.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,bankans á þessu sviði.,um 37% af landsframleiðslu samanborið við rúm 41% árið á undan.,41.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,bankans á þessu sviði.,Tekjur af sköttum á sölu vöru og þjónustu nema 186 milljörðum,186.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,bankans á þessu sviði.,króna og eru þær 44% af heildartekjum. Það er hækkun um 21,21.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,bankans á þessu sviði.,hækka um 18 milljarða. Tekjur ríkisjóðs af fjármagnstekjum og,18.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,bankans á þessu sviði.,tekjuskatti á einstaklinga og lögaðila nema alls 138 milljörðum króna,138.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,bankans á þessu sviði.,samanborið við 117 milljarða árið áður. Skattar á tekjur einstaklinga,117.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,bankans á þessu sviði.,=== PAGE 7 ===,7.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,bankans á þessu sviði.,=== PAGE 8 ===,8.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,UPPGJÖR OG AFKOMA RÍKISSJÓÐS 2006,"Ríkisreikningur er settur fram í samræmi við lög nr. 88/1997 um, Afkoma ríkissjóðs",88.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,UPPGJÖR OG AFKOMA RÍKISSJÓÐS 2006,"hverju sinni upplýsingar úr ársreikningum allra ríkisaðila. Uppbygg- Rekstrarreikningur ríkissjóðs fyrir árið 2006 sýnir 81,8 milljarða",81.8,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,UPPGJÖR OG AFKOMA RÍKISSJÓÐS 2006,"ing reikningsins tekur að miklu leyti mið af framsetningu ársreikn- króna tekjuafgang eða sem nemur 19,4% af tekjum ársins. Árið",19.4,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,UPPGJÖR OG AFKOMA RÍKISSJÓÐS 2006,"inga fyrirtækja eftir því sem við getur átt og innan marka laganna um 2005 var 112,8 milljarða króna afgangur eða um 26,8% af tekjum",26.8,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,UPPGJÖR OG AFKOMA RÍKISSJÓÐS 2006,"56,8 milljörðum króna. Árið 2006 kom til sérstök 12,2 milljarða",12.2,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,UPPGJÖR OG AFKOMA RÍKISSJÓÐS 2006,"hefði afgangurinn á árinu 2006 numið 69,6 milljörðum króna. Tekju-",69.6,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,2006.,Yfirlit 1. Fjármál ríkissjóðs 2005 og 2006,1.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,Reikningur Fjáraukalög Frávil Reikningur,Tekjur samtals 421.963 379.248 42.714 113 421.166,421166.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,Reikningur Fjáraukalög Frávil Reikningur,Gjöld samtals 340.166 334.637 5.529 17 308.395,308395.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,Reikningur Fjáraukalög Frávil Reikningur,Tekjur umfram gjöld 81.797 44.612 37.185 - 112.771,112771.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,Reikningur Fjáraukalög Frávil Reikningur,"Lánsfjárafgangur/lánsfjárþörf, nettó (#/-) -31.798 -80.493 48.695 . 76.584",76584.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,Reikningur Fjáraukalög Frávil Reikningur,"Tekin lán, nettó 71.297 90.500 -19.203 . -49.594",49594.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,Reikningur Fjáraukalög Frávil Reikningur,Innlend lán 4.767 A . -1.903,1903.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,Reikningur Fjáraukalög Frávil Reikningur,Erlend lán 66.529 A . -47.691,47691.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,Reikningur Fjáraukalög Frávil Reikningur,Breyting á handbæru fé 39.498 10.007 29.491 . 26.990,26990.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","Tekjur samtals 37,0 33,2 - . 41,2",41.2,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","Gjöld samtals 29,8 29,3 . . 30,2",30.2,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","Tekjur umfram gjöld 72 3,9 - . 11,0",11.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","Lánsfjárafgangurllánsfjárþörf, nettó (#/-) -2,8 -7,0 - . 7,5",7.5,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %",=== PAGE 9 ===,9.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","urinn 2,6% á árinu 2006 en hann var rúmlega 7% næstu tvö ár",7.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","Tekjuafgangur ríkissjóðs á árinu 2006 að fjárhæð 81,8 milljarðar námu alls 334,6 milljörðum króna, þar af voru 315,1 milljarðar",315.1,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","króna svarar til 7,2% af landsframleiðslu ársins samanborið við króna samþykktar við afgreiðslu fjárlaga í desember 2005 og 19,6",19.6,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","11,0% árið á undan. Við afgreiðslu fjárlaga fyrir árið 2006 í des- milljarðar króna við afgreiðslu fjáraukalaga í desember árið 2006.",11.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","ember árið 2005 var gert ráð fyrir 19,6 milljarða króna afgangi. Eftir Fluttar ónotaðar fjárheimildir frá árinu 2005 voru samtals 17,4",17.4,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","samþykkt fjáraukalaga fyrir árið 2006 í desember sl. var afgang- milljarðar króna. Heildarfjárheimildir ársins 2006 námu því 352,0",352.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","urinn áætlaður 44,6 milljarðar króna eða 3,9% af landsframleiðslu milljörðum króna.",3.9,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","var við afgreiðslu fjáraukalaga Gjöld ríkissjóðs námu 340,2 milljörðum króna og voru þau 11,9",11.9,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","Tekjur ríkissjóðs námu 422,0 milljörðum króna eða 42,7 milljarða Vissulega eru hinir ýmsu liðir ýmis undir eða umfram fjárheimildir",42.7,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","áætlun voru í virðisaukaskatti um 12,5 milljarða króna, tekjuskattur stórum liðum þar sem gjöld fóru fram úr fjárheimildum má nefna",12.5,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","einstaklinga um 3,4 milljarða króna, vörugjöldum um 1,9 milljarða lífeyrisskuldbindingar 5.767 millj. kr., afskriftir skattkrafna 2.446",2446.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","króna, tryggingagjöldum um 2,2 milljarða króna, vaxtatekjum um 2,4 millj. kr., Landspítala - háskólasjúkrahús 804 mill. kr. og fjármagns-",804.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","milljarða króna og fjármagnstekjuskatti um 4,3 milljarða króna. Loks kostnað 607 millj. kr. Stærstu liðirnir þar sem gjöldin reyndust",607.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","nemur hækkun á endurmetnu verðmæti Rarik 12,2 milljörðum króna undir fjárheimildum var hjá lífeyristryggingum um 2.148 millj. kr.,",2148.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","sem ekki var tekið tillit til í áætlunum. framlögum til alþjóðastofnana 1.687 millj. kr., Fjarskiptasjóði 1.526",1526.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","millj. kr., Hafnabótasjóði 1.067 millj. kr., Úrvinnslusjóði 869 milli.",869.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","kr., menningarstofnunum, viðhald og stofnkostnaður 809 millj. kr.,",809.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","hjúkrunarheimilum almennt 807 millj. kr., Atvinnuleysistrygginga-",807.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %",sjóði 663 millj. kr. og Vegagerðinni 601 millj. kr.,601.0,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","Í krónum talið er tekjuaukningin mest í virðisaukaskatti eða 17,9",17.9,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","milljarðar en það svarar til 8,3% hækkunar að raungildi. Af öðrum",8.3,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","nefna 9,0 milljarða króna í tekjuskatti lögaðila, 9,2 milljarða króna í",9.2,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","tekjuskatti einstaklinga, 8,6 milljarða króna í vaxtatekjum, 5,6 mill- Í ríkisreikningi síðustu ára hefur jafnan verið fjallað sérstaklega um",5.6,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","jarða króna í tryggingagjaldi, 5,3 milljarða króna í vörugjöldum. Að ríkisfjármálin þar sem gerður er greinarmunur á útkomu venjubund-",5.3,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","raungildi jukust tekjur af tekjuskatti lögaðila um 29,7%, tekjuskatti innar starfsemi ríkissjóðs annars vegar og á tilfallandi liðum hins",29.7,2006,
33. Gjöld félagsmálaráðuneytis 56 eða meira Í eigu ríkissjóðs 157,"Hlutfall af vergri landframleiðslu, %","einstaklinga um 5,6%, tryggingagjaldi um 9,7%, vörugjöldum um vegar. Með venjubundinni starfsemi er einkum átt við hefðbundnar",9.7,2006,
