Ministry,Subcategory,LineItem,Amount_thousands_ISK,Year,normalized_category
34. Gjöld umhverfisráðuneytis 68,,11. Spariskírteini ríkissjóðs í árslok 2002 161,161.0,,nan
34. Gjöld umhverfisráðuneytis 68,,12. Eignaskrá ríkisins yfir varanlega rekstrarfjármuni 163,163.0,,nan
34. Gjöld umhverfisráðuneytis 68,,=== PAGE 5 ===,5.0,,nan
34. Gjöld umhverfisráðuneytis 68,Inngangsorð fjármálaráðherra,"Tekjur ársins urðu 259,2 milljarðar króna en það er 33,5% af landsframleiðslu samanborið",33.5,,nan
34. Gjöld umhverfisráðuneytis 68,Inngangsorð fjármálaráðherra,"við 32,0% árið 2001. Hækkun hlutfallsins skýrist alfarið af meiri tekjum vegna einkavæðingar á",32.0,,nan
34. Gjöld umhverfisráðuneytis 68,Inngangsorð fjármálaráðherra,"Gjöld ársins voru 267,3 milljarðar króna eða 34,5% af landsframleiðslu og hækkar hlutfall-",34.5,,nan
34. Gjöld umhverfisráðuneytis 68,Inngangsorð fjármálaráðherra,"ið frá fyrra ári um 3,6%. Ef breytingin milli ára er metin án tilfallandi gjalda þ.e. lífeyrisskuld-",3.6,,nan
34. Gjöld umhverfisráðuneytis 68,Inngangsorð fjármálaráðherra,"bindinga og afskrifta skattkrafna er aukning útgjalda milli ára 1,7% af landsframleiðslu eða 22,7",22.7,,nan
34. Gjöld umhverfisráðuneytis 68,Inngangsorð fjármálaráðherra,milljarðar króna. Af þeirri hækkun má rekja tæplega 16 milljarða til heilbrigðis- og trygginga-,16.0,,nan
34. Gjöld umhverfisráðuneytis 68,Inngangsorð fjármálaráðherra,mála en útgjöld vegna þeirra aukast um nær 10% umfram almennt verðlag. Útgjöld vegna,10.0,,nan
34. Gjöld umhverfisráðuneytis 68,Inngangsorð fjármálaráðherra,"fræðslu- og menningarmála aukast um 5,5% umfram almennt verðlag, eða 3,2 milljarða. Lífeyr-",3.2,,nan
34. Gjöld umhverfisráðuneytis 68,Inngangsorð fjármálaráðherra,"isskuldbindingar aukast um 13,7 milljarða milli ára sem er veruleg hækkun frá fyrra ári. Ástæð-",13.7,,nan
34. Gjöld umhverfisráðuneytis 68,Inngangsorð fjármálaráðherra,"þessa eru 4,3 milljarðar. Þá birtast áhrif slakrar ávöxtunar lífeyrissjóða vegna ástands á erlendum",4.3,,nan
34. Gjöld umhverfisráðuneytis 68,Inngangsorð fjármálaráðherra,"um er miðað við 3,5% raunávöxtun á eignir en í raun vantar um 3,7 milljarða á að sjóðurinn hafi",3.7,,nan
34. Gjöld umhverfisráðuneytis 68,ingi sjóðfélaga.,"Fyrrnefndar breytingar koma fram í afkomu ríkissjóðs á árinu 2002 sem rekinn var með 8,1",8.1,,nan
34. Gjöld umhverfisráðuneytis 68,ingi sjóðfélaga.,"um 6,5 milljarða samanborið við 16,6 milljarða á árinu 2001.",16.6,,nan
34. Gjöld umhverfisráðuneytis 68,ingi sjóðfélaga.,Lánsfjárþörf ríkissjóðs nam 15 milljörðum árið 2002 samanborið við 40 milljarða árið 2001.,40.0,,nan
34. Gjöld umhverfisráðuneytis 68,ingi sjóðfélaga.,"áfallinna vaxta spariskírteina, þannig að staða tekinna lána var í lok árs 2002 um 281 milljarður",281.0,,nan
34. Gjöld umhverfisráðuneytis 68,ingi sjóðfélaga.,"og hafði lækkað á árinu um 17 milljarða króna. Hreinar skuldir, þ.e. tekin lán að frádregnum veitt-",17.0,,nan
34. Gjöld umhverfisráðuneytis 68,ingi sjóðfélaga.,"um lánum, voru í lok árs 150 milljarðar og höfðu lækkað um 19 milljarða á árinu. Hafa skuldir",19.0,,nan
34. Gjöld umhverfisráðuneytis 68,ingi sjóðfélaga.,=== PAGE 6 ===,6.0,,nan
34. Gjöld umhverfisráðuneytis 68,Ríkisreikningur 2002,til að greiða niður uppsafnaðar lífeyrisskuldbindingar. Voru á árinu greiddir 9 milljarðar inn í,9.0,,nan
34. Gjöld umhverfisráðuneytis 68,Ríkisreikningur 2002,bótum nemur um 55 milljörðum séu greiðslur yfirstandandi árs taldar með. Hefur þetta þegar orð-,55.0,,nan
34. Gjöld umhverfisráðuneytis 68,í rekstrarreikning.,=== PAGE 7 ===,7.0,,nan
34. Gjöld umhverfisráðuneytis 68,ssjóðs 2002,nr. 88/1997 um fjárreiður ríkisins. Þar er lögð Rekstrarreikningur ríkissjóðs fyrir árið 2002,88.0,,nan
34. Gjöld umhverfisráðuneytis 68,ssjóðs 2002,"áhersla á að í ríkisreikningi hverju sinni séu birtar sýnir 8,1 milljarðs króna tekjuhalla eða um 3,1%",3.1,,nan
34. Gjöld umhverfisráðuneytis 68,ssjóðs 2002,"upplýsingar úr ársreikningum allra ríkisaðila. Upp- af tekjum ársins. Niðurstaða ársins 2001 sýndi 8,6",8.6,,nan
34. Gjöld umhverfisráðuneytis 68,ssjóðs 2002,"bygging ríkisreiknings tekur að miklu leyti mið af milljarða króna tekjuafgang eða um 3,6% af tekj-",3.6,,nan
34. Gjöld umhverfisráðuneytis 68,ssjóðs 2002,"ur A-hluti þar sem fjallað er um fjármál ríkissjóðs lífeyrisskuldbindinga 16,3 milljörðum króna á ár-",16.3,,nan
34. Gjöld umhverfisráðuneytis 68,ssjóðs 2002,"í heild sinni. Hins vegar er Ríkisreikningur 2002 - inu 2002 samanborið við 2,6 milljarða króna árið",2.6,,nan
34. Gjöld umhverfisráðuneytis 68,ssjóðs 2002,"Ársreikningar ríkisaðila sem nær til reikninga 2001 og afskriftir skattkrafna námu 10,1 milljarði",10.1,,nan
34. Gjöld umhverfisráðuneytis 68,ssjóðs 2002,"stofnana í A-hluta, ríkisfyrirtækja í B-hluta, lána- króna á móti 5,9 milljörðum króna árið á undan.",5.9,,nan
34. Gjöld umhverfisráðuneytis 68,ssjóðs 2002,hlutafélaga og sameignarfélaga sem eru að hálfu Yfirlit 1 gefur heildarmynd af ríkisfjármálunum,1.0,,nan
34. Gjöld umhverfisráðuneytis 68,ssjóðs 2002,Yfirlit 1. Fjármál ríkissjóðs 2001 og 2002,1.0,,nan
34. Gjöld umhverfisráðuneytis 68,j Reikningur Fjáraukalög Frávik Reikningur,"Tekjur samtals .. 259.210 268.207 -8.997 -3,4 237.356",237356.0,,nan
34. Gjöld umhverfisráðuneytis 68,j Reikningur Fjáraukalög Frávik Reikningur,"Gjöld samtals 267.332 251.291 16.041 6,4 228.713",228713.0,,nan
34. Gjöld umhverfisráðuneytis 68,j Reikningur Fjáraukalög Frávik Reikningur,Tekjur umfram gjöld. -8.121 16.916 -25.038 - 8.643,8643.0,,nan
34. Gjöld umhverfisráðuneytis 68,j Reikningur Fjáraukalög Frávik Reikningur,"Lánsfjárafgangur/lánsfjárþörf, nettó (/-) ... -14.643 -4.938 -9.705 . -40.255",40255.0,,nan
34. Gjöld umhverfisráðuneytis 68,j Reikningur Fjáraukalög Frávik Reikningur,"Tekin lán, nettó... 13.465 7.600 5.865 . 41.641",41641.0,,nan
34. Gjöld umhverfisráðuneytis 68,j Reikningur Fjáraukalög Frávik Reikningur,Innlend lán. 2.958 ER - 7.707,7707.0,,nan
34. Gjöld umhverfisráðuneytis 68,j Reikningur Fjáraukalög Frávik Reikningur,Erlend lán 10.507 ER - 33.934,33934.0,,nan
34. Gjöld umhverfisráðuneytis 68,j Reikningur Fjáraukalög Frávik Reikningur,Breyting á handbæru fé -1.178 2.662 -3.840 - 1.386,1386.0,,nan
34. Gjöld umhverfisráðuneytis 68,"Hlutfall af vergri landframleiðslu, %","Tekjur samtals... (3315) 34,6 A 32,0",32.0,,nan
34. Gjöld umhverfisráðuneytis 68,"Hlutfall af vergri landframleiðslu, %","Gjöld samtals 34,5 32,4 . - 30,9",30.9,,nan
34. Gjöld umhverfisráðuneytis 68,"Hlutfall af vergri landframleiðslu, %","Tekjur umfram gjöld......... -1,0 2,2 . = 12",12.0,,nan
34. Gjöld umhverfisráðuneytis 68,"Hlutfall af vergri landframleiðslu, %","Lánsfjárafgangur/lánsfjárþörf, nettó (/-) ... -1,9 -0,6 . . -5,4",5.4,,nan
34. Gjöld umhverfisráðuneytis 68,"Hlutfall af vergri landframleiðslu, %","Tekjuhalli ríkissjóðs á árinu 2002 að fjárhæð 8,1 gangi, en við samþykkt fjáraukalaga fyrir árið",8.1,,nan
34. Gjöld umhverfisráðuneytis 68,"Hlutfall af vergri landframleiðslu, %","milljarðar króna svarar til 1,0% af landsfram- 2002 var áætlaður 16,9 milljarða króna tekjuaf-",16.9,,nan
34. Gjöld umhverfisráðuneytis 68,"Hlutfall af vergri landframleiðslu, %","2002 var gert ráð fyrir 18,5 milljarða króna af- en áætlað var. Frávikin skýrast aðallega af meiri",18.5,,nan
34. Gjöld umhverfisráðuneytis 68,"Hlutfall af vergri landframleiðslu, %",=== PAGE 8 ===,8.0,,nan
34. Gjöld umhverfisráðuneytis 68,"Hlutfall af vergri landframleiðslu, %","aukningu lífeyrisskuldbindinga og hærri afskrift- ársins 2002 námu því alls 256,0 milljörðum",256.0,,nan
34. Gjöld umhverfisráðuneytis 68,"Hlutfall af vergri landframleiðslu, %","Fjárheimildir samkvæmt fjárlögum voru 239,4 Þetta kemur glöggt fram á mynd 1 en þar eru",1.0,,nan
34. Gjöld umhverfisráðuneytis 68,"Hlutfall af vergri landframleiðslu, %","milljarðar króna og fjáraukalögum 11,9 milljarðar einnig sýnd heildargjöld og heildartekjur ríkis-",11.9,,nan
34. Gjöld umhverfisráðuneytis 68,"Hlutfall af vergri landframleiðslu, %","samtals 4,7 milljarðar króna. Heildarfjárheimildir 1991-2002.",4.7,,nan
34. Gjöld umhverfisráðuneytis 68,"Hlutfall af vergri landframleiðslu, %",Mynd 1. Lykilstærðir í fjármálum ríkissjóðs 1991-2002,1.0,,nan
34. Gjöld umhverfisráðuneytis 68,ES Tekjur umfram gjöld,"Hrein lánsfjárþörf ríkissjóðs var 14,6 milljarðar Við mat á afkomu ríkissjóðs er mikilvægt að",14.6,,nan
34. Gjöld umhverfisráðuneytis 68,ES Tekjur umfram gjöld,"króna á árinu 2002 eða sem nemur 1,9% af vergri gera greinarmun á útkomu venjubundinnar starf-",1.9,,nan
34. Gjöld umhverfisráðuneytis 68,ES Tekjur umfram gjöld,"mun hærri eða 40,3 milljarðar króna (5,4% af hins vegar. Með venjubundinni starfsemi er",5.4,,nan
34. Gjöld umhverfisráðuneytis 68,ES Tekjur umfram gjöld,"25,0 milljarða króna erlendri lántöku sem var ráð- sjóðs en tilfallandi liðir eru fremur eins skiptis",25.0,,nan
34. Gjöld umhverfisráðuneytis 68,ES Tekjur umfram gjöld,stöðu þjóðarbúsins. Næstu fjögur ár þar á undan Yfirlit 2 dregur fram slíka aðgreiningu tekna og,2.0,,nan
34. Gjöld umhverfisráðuneytis 68,ES Tekjur umfram gjöld,"1,5-3,0% af landsframleiðslu. Er það mælikvarði á",3.0,,nan
34. Gjöld umhverfisráðuneytis 68,ES Tekjur umfram gjöld,=== PAGE 9 ===,9.0,,nan
34. Gjöld umhverfisráðuneytis 68,sreikningur 2002,Yfirlit 2. Tekjur og gj,2.0,,nan
34. Gjöld umhverfisráðuneytis 68,Venjubundin starfsemi,Tekjur samtals. 247.488 236.291 252.987,252987.0,,nan
34. Gjöld umhverfisráðuneytis 68,Venjubundin starfsemi,Gjöld samtals. 240.985 219.706 242.510,242510.0,,nan
34. Gjöld umhverfisráðuneytis 68,Venjubundin starfsemi,Tekjur umfram gjöld 6.503 16.585 10.477,10477.0,,nan
34. Gjöld umhverfisráðuneytis 68,Tilfallandi tekjur,Sala eigna.. 11.722 1.065 15.220,15220.0,,nan
34. Gjöld umhverfisráðuneytis 68,Tilfallandi tekjur,Tilfallandi tekjur samtals 11.722 1.065 15.220,15220.0,,nan
34. Gjöld umhverfisráðuneytis 68,Tilfallandi gjöld,Lífeyrisskuldbindingar 16.321 2.613 4.781,4781.0,,nan
34. Gjöld umhverfisráðuneytis 68,Tilfallandi gjöld,Afskriftir skattkrafna. 10.103 5.944 4.000,4000.0,,nan
34. Gjöld umhverfisráðuneytis 68,Tilfallandi gjöld,Ríkisábyrgðir vegna útflutningslán 71 450 -,450.0,,nan
34. Gjöld umhverfisráðuneytis 68,Tilfallandi gjöld,Tilfallandi gjöld samtals... 26.347 9.007 8.781,8781.0,,nan
34. Gjöld umhverfisráðuneytis 68,Tilfallandi gjöld,Tilfallandi tekjur umfram gjöld ....... -14.625 -7.942 6.439,6439.0,,nan
34. Gjöld umhverfisráðuneytis 68,Tilfallandi gjöld,Tekjur umfram gjöld ..... -8.121 8.643 16.916,16916.0,,nan
34. Gjöld umhverfisráðuneytis 68,Tilfallandi gjöld,"að vera jákvæð um 16,6 milljarða króna árið 2001 stað 1991-1995 áður. Áhrif þessarar forsendu-",16.6,,nan
34. Gjöld umhverfisráðuneytis 68,Tilfallandi gjöld,"í 6,5 milljarða króna afgang árið 2002. Jafnframt breytingar komu fram í rösklega 4 milljarða króna",4.0,,nan
34. Gjöld umhverfisráðuneytis 68,Tilfallandi gjöld,"kemur fram að niðurstaða ársins 2002 er 4,0 hækkun á lífeyrisskuldbindingum ríkissjóðs. Hins",4.0,,nan
34. Gjöld umhverfisráðuneytis 68,Tilfallandi gjöld,"milljörðum króna lakari en áætlað var, þ.e. 6,5 vegar lækkaði hlutfall eiginfjár af óuppgerðum",6.5,,nan
34. Gjöld umhverfisráðuneytis 68,Tilfallandi gjöld,"milljarða króna afgangur samanborið við 10,5 skuldbindingum hjá Lífeyrissjóði starfsmanna rík-",10.5,,nan
34. Gjöld umhverfisráðuneytis 68,Tilfallandi gjöld,"og tekjuliðum ríkissjóðs á milli ára. Halli af til- 10,5% í 7,0% hjá LSR og úr 23,4% í 21,4% hjá",21.4,,nan
34. Gjöld umhverfisráðuneytis 68,Tilfallandi gjöld,"fallandi liðum nam 14,6 milljörðum króna á árinu LH. Má rekja það til þess að skuldbindingar sjóð-",14.6,,nan
34. Gjöld umhverfisráðuneytis 68,Tilfallandi gjöld,"2002. Tilfallandi tekjur reyndust 3,5 milljarða anna hækkuðu meira en nam ávöxtun eigna þeirra.",3.5,,nan
34. Gjöld umhverfisráðuneytis 68,Tilfallandi gjöld,"á hlutabréfum ríkissjóðs í Búnaðarbanka Íslands og LH fól í sér um 7,7 milljarða króna hækkun á",7.7,,nan
34. Gjöld umhverfisráðuneytis 68,Tilfallandi gjöld,"hf. á árinu 2002. Tilfallandi gjöld reyndust 17,6 lífeyrisskuldbindingum ríkissjóðs gagnvart sjóð-",17.6,,nan
34. Gjöld umhverfisráðuneytis 68,Tilfallandi gjöld,"milljarða króna umfram áætlun, námu 26,3 unum á árinu 2002.",26.3,,nan
34. Gjöld umhverfisráðuneytis 68,Tilfallandi gjöld,"milljörðum króna. Árið 2001 voru tilfallandi gjöld Afskriftir skattkrafna hækka úr 5,9 milljörðum",5.9,,nan
34. Gjöld umhverfisráðuneytis 68,Tilfallandi gjöld,"9,0 milljarðar króna. Við samanburð á milli ára króna árið 2001 í 10,1 milljarð króna árið 2002.",10.1,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",,=== PAGE 10 ===,10.0,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",,ríkisskattstjóra. Almennt er gætt ítrustu varfærni 4.2% á milli ára miðað við breytingar neysluverðs-,2.0,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",,"skatti og í dráttarvöxtum sem almennt fylgja þeim 268,2 milljörðum króna og er það 9,0 milljörðum",9.0,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",,"um margra fyrirtækja og ofmetnum eftirstöðvum 5.0 milljarða króna í tekjuskatti einstaklinga, 1,7",1.7,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",,"fyrri ára. milljarða króna í tekjuskatti lögaðila og 3,5 mill-",3.5,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",jarða króna í sölu eigna.,"Tekjur ríkissjóðs námu alls 259,2 milljörðum Tekjur ríkissjóðs skiptust þannig á árinu 2002 að",259.2,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",jarða króna í sölu eigna.,"króna á árinu 2002 eða um 33,5% af landsfram- skatttekjur námu 85,1%, aðrar rekstrartekjur",85.1,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",jarða króna í sölu eigna.,"leiðslu ársins. Árið 2001 námu tekjurnar 237,4 9,9%, sala eigna 4,5% og aðrar tekjur 0,5%. Virðis-",0.5,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",jarða króna í sölu eigna.,"milljörðum króna eða 32,0% af landsframleiðsl- aukaskattur var sem fyrr helsti tekjustofn ríkis-",32.0,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",jarða króna í sölu eigna.,"unni. Hækkun á milli ára nam því 21,9 milljörð- sjóðs eða 29,4% af heildartekjunum, tekjuskattar",29.4,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",jarða króna í sölu eigna.,"um króna eða um 9,2%. Vísitala neysluverðs 24,6%, tryggingagjöld 9,0% og vörugjöld 8.4%.",4.0,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",jarða króna í sölu eigna.,"hækkaði um 4,8% að meðaltali á milli áranna 2001 Mynd 2 sýnir hlutfallslegt vægi helstu tekjustofna",2.0,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",jarða króna í sölu eigna.,"Mynd 2. Tekjur ríkissjóðs 2002, %",2.0,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",jarða króna í sölu eigna.,"Q Aðrar tekjur (5,6%)",5.6,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",jarða króna í sölu eigna.,"Skattar á tekjur einstaklinga (21,2%)",21.2,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",jarða króna í sölu eigna.,"CO Neyslu- og leyfisgjöld (2,4%)",2.4,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",jarða króna í sölu eigna.,"Skattar á tekjur lögaðila (3,4%)",3.4,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",jarða króna í sölu eigna.,"Q Vextir og eignatekjur (7,2%) Fjármagnstekjuskattur",7.2,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",jarða króna í sölu eigna.,"(2,7%)",2.7,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",jarða króna í sölu eigna.,"0 (6,5%)",6.5,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",jarða króna í sölu eigna.,"Tryggingagjöld (9,0%) *",9.0,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",jarða króna í sölu eigna.,"Q Vörugjöld (8.4%) Eignarskattar (4,2%) (|",4.2,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",jarða króna í sölu eigna.,"Virðisaukaskattur (29,4%) þ",29.4,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",jarða króna í sölu eigna.,=== PAGE 11 ===,11.0,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",jarða króna í sölu eigna.,"Gjöld ríkissjóðs námu alls 267,3 milljörðum króna, bætur skv. lögum um félagslega aðstoð 6,2",6.2,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",jarða króna í sölu eigna.,"króna á árinu 2003 eða um 34,5% af landsfram- milljarðar króna, vaxtabætur 5,1 milljarður króna,",5.1,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",jarða króna í sölu eigna.,"leiðslu ársins. Árið 2001 voru gjöldin 228,7 mill- barnabætur 4,8 milljarðar króna og fæðingarorlof",4.8,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",jarða króna í sölu eigna.,"jarðar króna eða 30,9% af landsframleiðslunni. 4.7 milljarðar króna,",7.0,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",jarða króna í sölu eigna.,"Gjöldin hækkuðu því um 38,6 milljarða króna á Gjöld til fræðslumála námu 23,3 milljörðum",23.3,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",jarða króna í sölu eigna.,"milli ára eða um 11,5%% að raungildi. Fram hef- króna, hækkuðu um 2,3 milljarða króna eða 11,0%",11.0,,nan
"inu 2002 skýrist að stórum hluta af tveimur þátt- en í henni eiga sæti fulltrúi fjármálaráðuneytisins,",jarða króna í sölu eigna.,"ur komið að gjaldfærsla lífeyrisskuldbindinga og á milli ára. Hækkun framlaga nam 5,9% að raun-",5.9,,nan
