Ministry,Subcategory,LineItem,Amount_thousands_ISK,Year,normalized_category
Bls. 40. Gjöld umhverfisráðuneytis 64,,18. Arðgreiðslur 38 9. Markaðar tekjur rétthafa 137,137.0,2007,
Bls. 40. Gjöld umhverfisráðuneytis 64,,19. Ýmsar eignatekjur 38 10. Sala efnislegra eigna 141,141.0,2007,
Bls. 40. Gjöld umhverfisráðuneytis 64,,20. Neyslu- og leyfisgjöld 39 11. Veitt og tekin lán A-hluta 143,143.0,2007,
Bls. 40. Gjöld umhverfisráðuneytis 64,,21. Sektir og skaðabætur 39 12. Spariskírteini ríkissjóðs 144,144.0,2007,
Bls. 40. Gjöld umhverfisráðuneytis 64,,22. Ýmsar tekjur 40 13. Ríkisbréf 145,145.0,2007,
Bls. 40. Gjöld umhverfisráðuneytis 64,,23. Sala efnislegra eigna 40 14. Lánaendurgreiðslur út lánstímann 146,146.0,2007,
Bls. 40. Gjöld umhverfisráðuneytis 64,,24. Tekjur af peningalegum eignum 41 15. Eignaskrá ríkisins yfir varanlega rekstrarfjármuni 147,147.0,2007,
Bls. 40. Gjöld umhverfisráðuneytis 64,,25. Gjöld A-hluta ríkissjóðs 42,42.0,2007,
Bls. 40. Gjöld umhverfisráðuneytis 64,,26. Gjöld æðstu stjórnar ríksins 46 Lykiltölur úr ársreikningum utan A-hluta 149,149.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,,=== PAGE 5 ===,5.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,,=== PAGE 6 ===,6.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,"Ríkissjóður skilaði góðri afkomu á árinu 2007 eins og ríkisreikningur hækka um 9,1% að raungildi. Undir þennan málaflokk falla meðal",9.1,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,"ársins ber með sér. Rekstrarreikningur sýnir 88,6 milljarða króna annars 28 milljarða króna útgjöld vegna öldrunarmála, gjöld vegna",28.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,"tekjuafgang eða sem nemur 18,2% af tekjum ársins. Árið 2006 örorku og fötlunar nema 25 milljörðum, barna- og vaxtabætur eru",25.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,"var 81,8 milljarða króna afgangur eða um 19,5% af tekjum ársins 13,5 milljarðar og gjöld vegna fæðingarorlofs eru 8 milljarðar. Gjöld",8.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,Síðustu þrjú ár hefur ríkissjóður skilað samanlagt 283 milljarða til menntamála námu 38 milljörðum og hækka um 4 milljarða,4.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,"króna tekjuafgangi. Í árslok 2007 var ríkissjóður í fyrsta sinn í eða um 6,5% að raungildi. Hér er einkum um að ræða gjöld til",6.5,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,sögunni með jákvætt eigið fé en það nam tæpum 10 milljörðum háskólastigsins sem voru 19 milljarðar og til framhaldsskólastigsins,19.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,króna. Til samanburðar var eigið fé ríkissjóðs neikvætt um 198 sem nema 16 milljörðum. Gjöld til efnahags- og atvinnumála námu,16.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,"milljarða króna í árslok árið 2000 á verðlagi þess tíma. 52 milljörðum og hækka þau um 6 milljarða frá fyrra ári eða 8,5%",8.5,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,að raungildi. Hér er m.a. um að ræða 25 milljarða til samgöngumála,25.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,Tekjur ársins urðu alls 486 milljarðar króna á árinu 2007 en árið og 12 milljarða vegna landbúnaðarmála. Gjöld vegna annarra,12.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,2006 námu þær 422 milljörðum króna. Hækkun milli ára nam málaflokka nema samtals 127 milljörðum króna. Af veigamestu,127.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,"66 milljörðum króna eða 15,2% eða 9,7% að raungildi miðað við útgjöldum sem hér falla undir eru 16 milljarðar til menningar,",16.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,"vísitölu neysluverðs. Tekjur af sköttum á sölu vöru og þjónustu nema íþrótta- og trúmála, 15 milljarðar til löggæslu- og öryggismála, 20",20.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,"195 milljörðum króna. Hækkun frá fyrra ári er um 9 milljarðar milljarðar vegna lífeyriskuldbindinga, fjármagnskostnaður er 22",22.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,"og vegur þar þyngst að tekjur af virðisaukaskatt hækka um tæpa milljarðar og afskriftir skattkrafna 8,5 milljarðar.",8.5,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,6 milljarða. Tekjur ríkissjóðs af fjármagnstekjum og sköttum á,6.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,tekjur einstaklinga og hagnað fyrirtækja nema alls 153 milljörðum Í hnotskurn vænkaðist hagur ríkissjóðs töluvert á árinu 2007.,153.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,króna samanborið við 138 milljarða árið á undan. Skattar á tekjur Handbært fé frá rekstri var jákvætt um 69 milljarða króna. Góð,69.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,"einstaklinga nema 86 milljörðum og hækka um 4,9% frá fyrra afkoma ársins var meðal annars nýtt til að efla eiginfjárstöðu",4.9,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,"ári, skattar á hagnað fyrirtækja nema 37 milljörðum og hækka um Seðlabankans um 44 milljarða og staða á bankareikningum",44.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,"11,3% og skattar á fjármagnstekjur eru rúmlega 31 milljarður króna batnaði um 12 milljarða sem í lok árs námu alls 104 milljörðum.",104.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,og nemur hækkun þeirra 32%. Tekjur af eignasölu og endurmati Langtímalántökur ríkissjóðs á árinu námu 107 milljörðum króna,107.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,stofnfjár nema alls 35 milljörðum króna þar af námu tekjur af en afborganir voru 81 milljarður. Mismunurinn skýrist einkum af,81.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,Suðurnesja 21 milljarði og endurmat á eignarhluta ríkissjóðs í og Akureyrar í Landsvirkjun. Kaupverðið nam 30 milljörðum og,30.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,Landsvirkjun 14 milljörðum. voru þau fjármögnuð með 27 milljarða lántöku en afgangurinn,27.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,"Gjöld ársins 2007 reyndust 398 milljarðar króna en árið 2006 námu lán og lífeyrisskuldbindingar að frádregnum lánveitingum, námu",398.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,"gjöldin 340 milljörðum. Hækkunin milli ára nam 57 milljörðum og 288 milljörðum í árslok 2007 eða 22,5% af landsframleiðslu",22.5,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,"er hún 16,9% eða 11,3% að raungildi. Heilbrigðismál eru sem fyrr ársins. Er það nær óbreytt hlutfall frá fyrra ári. Niðurstöðutölur",11.3,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,og var 95 milljörðum króna varið til þeirra. Hækkunin frá fyrra ári staðan breyttist á árinu 2007 úr því að vera neikvæð um 63 milljarða,63.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,"er 9,5 milljarðar eða 5,8% að raungildi. Næst mest eru gjöld vegna",5.8,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,almannatrygginga og velferðamála. Þau nema 85 milljörðum og,85.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,INNGANGSORÐ FJÁRMÁLARÁÐHERRA,í ársbyrjun í að vera jákvæð um 10 milljarða í árslok.,10.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,ÁL A AT,=== PAGE 7 ===,7.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,ÁL A AT,=== PAGE 8 ===,8.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,UPPGJÖR OG AFKOMA RÍKISSJÓÐS 2007,"Ríkisreikningur er settur fram í samræmi við lög nr. 88/1997 um, milljarða króna tekjuafgangi. Í árslok 2007 var ríkissjóður gerður",88.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,UPPGJÖR OG AFKOMA RÍKISSJÓÐS 2007,"fjárreiður ríkisins. Samkvæmt lögunum skal birta í ríkisreikningi upp með jákvætt eigið fé en það nam 9,7 milljörðum króna. Er það",9.7,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,UPPGJÖR OG AFKOMA RÍKISSJÓÐS 2007,"ing reikningsins tekur að miklu leyti mið af framsetningu ársreikn- 1998. Til samanburðar var eigið fé ríkissjóðs neikvætt um 198,1",198.1,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,um fjárreiður ríkisins.,"Reikningurinn fyrir árið 2007 er settur fram í tveimur hlutum. sem eru af tvennum toga. Annars vegar 12,8 milljarða króna sala",12.8,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,um fjárreiður ríkisins.,"er afkoma allra ríkisaðila. Þar kemur meðal annars fram sam- sölu hlutafjár í Hitaveitu Suðurnesja sem nam 6,1 milljarði króna.",6.1,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,um fjárreiður ríkisins.,"útkomu við fjárheimildir hjá einstökum liðum. Jafnframt eru þar og Flugstoða ohf. samtals að fjáhæð 14,8 milljarðar króna. Að",14.8,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,um fjárreiður ríkisins.,"sýndar lykiltölur úr ársreikningum annarra ríkisaðila, þ.e. ríkis- þessum liðum frátöldum nemur tekjuafgangurinn 54,8 milljörðum",54.8,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,um fjárreiður ríkisins.,"D-hluta og hlutafélaga og sameignarfélaga í E-hluta. Hins vegar er 12,2 milljörðum króna vegna endurmetins virðis á eign ríkissjóðs í",12.2,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,um fjárreiður ríkisins.,"einstakra A-hluta aðila og helstu niðurstöður úr ársreikningum ann- tekna hefði afgangurinn á árinu 2006 numið 69,6 milljörðum",69.6,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,árið 2007.,"Rekstrarreikningur ríkissjóðs fyrir árið 2007 sýnir 88,6 milljarða",88.6,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,árið 2007.,"króna tekjuafgang eða sem nemur 18,2% af tekjum ársins. Árið",18.2,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,árið 2007.,"2006 var 81,8 milljarða króna afgangur eða um 19,4% af tekjum",19.4,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,árið 2007.,"ársins. Síðustu þrjú ár hefur ríkissjóður skilað samanlagt 283,2",283.2,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,árið 2007.,Yfirlit 1. Fjármál ríkissjóðs 2007 og 2006,1.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,Reikningur Fjáraukalög Frávik Reikningur,"Tekjur samtals 486.129 472.177 13.952 3,0 421.963",421963.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,Reikningur Fjáraukalög Frávik Reikningur,Gjöld samtals 397.524 389.374 8.150 21 340.166,340166.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,Reikningur Fjáraukalög Frávik Reikningur,Tekjur umfram gjöld 88.604 82.803 5.802 . 81.797,81797.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,Reikningur Fjáraukalög Frávik Reikningur,"Lánsfjárafgangur/lánsfjárþörf, nettó (#/-) -13.848 -12.596 -1.252 . -31.799",31799.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,Reikningur Fjáraukalög Frávik Reikningur,"Tekin lán, nettó 25.999 27.300 -1.301 . 71.297",71297.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,Reikningur Fjáraukalög Frávik Reikningur,Innlend lán 37.026 H . 4.767,4767.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,Reikningur Fjáraukalög Frávik Reikningur,Erlend lán -11.027 H . 66.529,66529.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,Reikningur Fjáraukalög Frávik Reikningur,Breyting á handbæru fé 12.151 14.704 -2.553 . 39.498,39498.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %","Tekjur samtals 38,0 36,9 . . 36,1",36.1,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %","Gjöld samtals 31,1 30,4 . . 29,1",29.1,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %","Tekjur umfram gjöld 6,9 6,5 - . 7,0",7.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %","Lánsfjárafgangur/lánsfjárþörf, nettó (#/-) -1,1 -1,0 . . -2,7",2.7,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %","urinn 3,8% á árinu 2007, 4,4% árið 2006 og tæplega 8% næstu",8.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %",=== PAGE 9 ===,9.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %","Tekjuafgangur ríkissjóðs á árinu 2007 að fjárhæð 88,6 milljarðar skýrast einkum af sölu eigna á fyrrum varnarsvæði við Keflavík-",88.6,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %","króna svarar til 6,9% af landsframleiðslu ársins samanborið við urflugvöll eða sem nam 12,8 milljörðum króna. Þá námu tekjur",12.8,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %","7,0% árið á undan. Við afgreiðslu fjárlaga fyrir árið 2007 í des- ríkissjóðs af peningalegum eignum 21,0 milljarði króna á árinu",21.0,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %","ember árið 2006 var gert ráð fyrir 9,2 milljarða króna afgangi. Eftir 2007 samanborið við 12,5 milljarða króna árið 2006. Teki-",12.5,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %","urinn áætlaður 82,8 milljarðar króna eða 6,5% af landsframleiðslu. Suðurnesja sem nam 6,1 milljarði króna og 14,8 milljarða króna",14.8,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %","var við afgreiðslu fjáraukalaga. virkun 13,5 milljarða króna og Flugstoðir ohf. 1,3 milljarða króna.",1.3,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %","Árið 2006 nam matshækkun á Rarik ohf. 12,2 milljörðum króna í",12.2,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %","Tekjur ríkissjóðs námu alls 486,1 milljarði króna á árinu 2007 en tengslum við hlutafélagavæðingu fyrirtækisins",486.1,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %","ember sl. námu 472,2 milljarðar króna. Útkoma ársins reyndist Að frátöldum framangreindum tekjuliðum námu tekjurnar 450,8",450.8,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %","því 14,0 milljarða króna umfram áætlun eða um 2,9%. Einstakir milljörðum króna árið 2007 samanborið við 407,8 milljarða króna",407.8,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %","tekjustofnar voru þó ýmist umfram eða undir áætlun. Helstu frávik árið á undan. Hækkun á milli ára nemur 43,1 milljarði króna eða",43.1,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %","umfram áætlun voru í tekjum af virðisaukaskatti 3,7 milljarðar um 5,3% að raungildi. Í krónum talið er tekjuaukningin mest",5.3,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %","króna og arðgreiðslum 2,3 milljarðar króna. Þá voru tekjur af í fjármagnstekjuskatti um 7,6 milljarða króna, vaxtatekjum 6,8",6.8,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %","endurmetnu verðmæti Landsvirkjunar og Flugstoða ohf. að fjárhæð milljarða króna, virðisaukaskatti 5,6 milljarða króna, tekjuskatti",5.6,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %","14,8 milljarðar króna ekki inni í áætlunum. Undir áætlun var einstaklinga 4,1 milljarð króna og tekjuskatti lögaðila 4,2 milljarða",4.2,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %","tekjuskattur einstaklinga um 4,1 milljarð króna, tekjuskattur lög- króna. Að raungildi hækkuðu tekjur af fjármagnstekjuskatti um",4.1,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %","aðila 4,4 milljarða króna, skattur á fjármagnstekjur 2,7 milljarða 25,9%, tekjuskatti lögaðila um 7,4% og vaxtatekjur um 31,4%.",31.4,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %","króna og tekjur af sölu efnislegra eigna 2,1 milljarðar króna. Vörugjöld voru nánast óbreytt að raungildi milli ára, en tekjur af",2.1,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %","virðisaukaskatti lækkuðu um 0,7% og tryggingagjöldum um 1,8%.",1.8,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %","Tekjur ríkissjóðs á árinu 2007 að fjárhæð 486,1 milljarður króna",486.1,2007,
33. Gjöld félagsmálaráðuneytis 53 eða meira Í eigu ríkissjóðs 155,"Hlutfall af vergri landframleiðslu, %","jafngilda 38,0% af landsframleiðslu ársins. Árið 2006 námu teki- Tekjur ríkissjóðs í heild skiptust hlutfallslega þannig á árinu 2007",38.0,2007,
