Ministry,Subcategory,LineItem,Amount_thousands_ISK,Year,normalized_category
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,Reikningur Fjárheimildir Fjárlög — Reikningur,Frumjöfnuður (án stöðugleika) -64.385 -21.049 -43.336 63.585 83.290,83290.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,Reikningur Fjárheimildir Fjárlög — Reikningur,Frumjöfnuður (með stöðugleika) 350.181 363.151 -12.970 400.185,400185.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,Reikningur Fjárheimildir Fjárlög — Reikningur,"Lánsfjárafgangur/lánsfjárþörf, nettó (#/-) 94.098 -66.352 160.450 62.050 41.267",41267.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,Reikningur Fjárheimildir Fjárlög — Reikningur,Breyting á handbæru fé -86.590 -197.252 110.662 -71.750 -113.358,113358.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,"Hlutfall af vergri landframleiðslu, %","Tekjur samtals 48,0 48,1 . 43,0 31,0",31.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,"Hlutfall af vergri landframleiðslu, %","Gjöld samtals 35,9 35,2 . 28,7 30,1",30.1,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,"Hlutfall af vergri landframleiðslu, %","Tekjur umfram gjöld 12,2 12,8 . 14,3 0,9",0.9,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,"Hlutfall af vergri landframleiðslu, %","Frumjöfnuður (án stöðugleika) -2,7 -0,9 . 2,6 38",38.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,"Hlutfall af vergri landframleiðslu, %","Frumjöfnuður (með stöðugleika) 14,5 15,0 . 16,5",16.5,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,"Hlutfall af vergri landframleiðslu, %","Lánsfjárafgangur/lánsfjárþörf, nettó (*/-) 3,9 -2,7 . 2,6 1,9",1.9,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,"Hlutfall af vergri landframleiðslu, %",=== PAGE 10 ===,10.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,"Hlutfall af vergri landframleiðslu, %","Yfirlitið sýnir að ríkissjóður var með 294,6 milljarða króna stöðugleikatekjum var frumjöfnuðurinn áætlaður jákvæður um",294.6,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,"Hlutfall af vergri landframleiðslu, %","tekjuafgang árið 2016 samanborið við 20,0 milljarða króna afgang 15,0% af landsframleiðslu.",15.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,"Hlutfall af vergri landframleiðslu, %","árið á undan. Aikoman á árinu var nokkuð verr! en áætlanir Árið 2016 var ríkissjóður með lánsfjárafgang sem nam 3,9% af",3.9,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,"Hlutfall af vergri landframleiðslu, %","landsframleiðslu samanborið við 1,9% árið á undan. Við afgreiðslu",1.9,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,"Hlutfall af vergri landframleiðslu, %","fjárlaga var hreinn lánsfjárafgangur áætlaður 2,6% en við samþykkt",2.6,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,"Hlutfall af vergri landframleiðslu, %","fjáraukalaga í desember sl. var hrein lánsfjárþörf metin um 2,7%.",2.7,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,"Hlutfall af vergri landframleiðslu, %","ársins 2016 gerði ráð fyrir tekjuafgangi upp á 310,5 milljarða",310.5,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,"Alþingi í desember árið 2015, var gert ráð fyrir 345,6 milljarða",345.6,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,"afgreiðslu tveggja fjáraukalaga fyrir árið 2016 í lok ársins var svo Tekjur ríkissjóðs á árinu 2016 námu eins og áður segir 1.163,1",1163.1,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,"afkoman endurmetin og var þá gert ráð fyrir að tekjur myndu aukast milljörðum króna og jafngildir það 48,0% af landsframleiðslu ársins.",48.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,"um 123,3 milljarða króna en gjöldin á móti að viðbættum ónýttum Árið 2015 námu tekjurnar 686,6 milljörðum króna eða 31,0% af",31.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,"heimildum frá fyrra ári um 158,5 milljarða eða 35,2 milljarða króna landsframleiðslu. Hækkun tekna nam 476,5 milljörðum króna á",476.5,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,"verri afkomu. Samanlagt var því gert ráð fyrir að rekstur ríkissjóðs milli ára eða um 69,4%. Tekjur ársins að frátöldum tekjum vegna",69.4,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,"skilaði afgangi upp á 310,5 milljarða króna. stöðugleikaframlaga námu 748,5 milljörðum króna og jukust um",748.5,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,"Eins og áður segir sýnir niðurstaða ársins 294,6 milljarða króna 9,0% á milll ára.",9.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,"tekjuafgang sem er 15,9 milljörðum króna verri afkoma en gert var Við afgreiðslu fjáraukalaga í desember 2016 voru tekjur ársins",15.9,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,"ráð fyrir við afgreiðslu fjáraukalaga í desember sl. Tekjur ríkissjóðs áætlaðar 1.164,0 milljarðar króna. Útkoma ársins reyndist því",1164.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,"reyndust að mestu í samræmi við áætlanir og námu 1.163,1 tæpum 1,0 milljarði króna lægri en sú áætlun gerði ráð fyrir",1.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,"milljörðum kr. samanborið við 1.164,0 milljarða króna í áætlunum. eða um 0,1%. Uppfærð áætlun tekna ríkissjóðs í fjáraukalögum",0.1,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,"Heildargjöld voru 14,9 milljörðum hærri en heildarfjárheimildir fól í sér verulega hækkun frá fjárlögum ársins eða um 123,3",123.3,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,"gerðu ráð fyrir og námu 868,5 milljörðum króna en fjárveitingar milljarða króna. Helstu breytingar fólust í hækkun á áætluðum",868.5,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,"gerðu ráð fyrir 853,6 milljörðum króna. tekjuskatti einstaklinga 15,0 milljörðum króna, áætluðum skatti",15.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,"á fjármagnstekjur 7,6 milljarða króna og áætluðum arðgreiðslum",7.6,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,"50,2 milljörðum króna þar sem gert var ráð fyrir arðgreiðslum frá",50.2,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,"virðisaukaskatti myndu aukast um 11,5 milljarða króna og að tekjur",11.5,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,"vegna stöðugleikaframlaga yrðu 35,9 milljörðum króna hærri en gert",35.9,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,"um 64,4 milljarða króna á árinu 2016 en árið á undan var hann",64.4,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,"jákvæður um 83,3 milljarða króna. Þegar stöðugleikatekjurnar eru",83.3,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,"teknar inn í var frumjöfnuðurinn jákvæður um 350,2 milljarða",350.2,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,"stöðugleika neikvæður um 2,7% árið 2016 en jákvæður um",2.7,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,"14,5% þegar stöðugleikatekjurnar eru teknar með. Við afgreiðslu Yfirlit 2 sýnir útkomu tekna ríkissjóðs samanborið við upphaflega",2.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,"um 21,0 milljarða króna, um 0,9% af landsframleiðslu. Með ásamt því að sýna breytingu milli ára",0.9,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,=== PAGE 11 ===,11.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,króna.,Yfirlit 2. Samanburður útkomu og áætlana tekna á árinu 2016,2.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,Reikningur Fjárheimildir Fjárlög — Reikningur,Skatttekjur og tryggingagjöld 667.568 670.442 -2.875 635.458 622.438,622438.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,Reikningur Fjárheimildir Fjárlög — Reikningur,"Skattar á tekjur og hagnað, einstaklingar 154.648 155.700 -1.052 140.700 132.713",132713.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,Reikningur Fjárheimildir Fjárlög — Reikningur,"Skattar á tekjur og hagnað, lögaðilar 69.046 67.900 1.146 69.300 58.584",58584.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,Reikningur Fjárheimildir Fjárlög — Reikningur,Skattur á fjármagnstekjur 38.936 43.980 -5.044 36.420 38.798,38798.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,Reikningur Fjárheimildir Fjárlög — Reikningur,Skattur á launagreiðslur og vinnuafl 7.375 7.254 121 7.295 6.638,6638.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,Reikningur Fjárheimildir Fjárlög — Reikningur,Eignarskattar 9.885 8.748 1.136 8.368 8.786,8786.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,Reikningur Fjárheimildir Fjárlög — Reikningur,Virðisaukaskattur 205.180 203.500 1.680 192.000 182.527,182527.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,Reikningur Fjárheimildir Fjárlög — Reikningur,Vörugjöld 61.710 61.161 549 60.273 56.909,56909.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,Reikningur Fjárheimildir Fjárlög — Reikningur,Sértækir þjónustuskattar 4.856 4.616 241 4.536 4.523,4523.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,Reikningur Fjárheimildir Fjárlög — Reikningur,Neyslu- og leyfisskattar 10.554 10.053 501 9.919 9.901,9901.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,Reikningur Fjárheimildir Fjárlög — Reikningur,Skattar á alþjóðaverslun og viðskipti 5.087 5.122 -35 3.922 4.989,4989.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,Reikningur Fjárheimildir Fjárlög — Reikningur,Aðrir skattar 14.921 15.394 -473 16.434 38.364,38364.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,Reikningur Fjárheimildir Fjárlög — Reikningur,Tryggingagjöld 85.370 87.014 -1.644 86.291 79.707,79707.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,Reikningur Fjárheimildir Fjárlög — Reikningur,Aðrar tekjur 68.464 104.007 -35.543 54.601 61.728,61728.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,Reikningur Fjárheimildir Fjárlög — Reikningur,Vaxtatekjur 14.826 17.027 -2.201 18.057 16.094,16094.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,Reikningur Fjárheimildir Fjárlög — Reikningur,Arðgreiðslur 33.275 68.617 -35.342 18.398 31.067,31067.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,Reikningur Fjárheimildir Fjárlög — Reikningur,Annað 20.363 18.363 2.001 18.146 14.567,14567.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,Reikningur Fjárheimildir Fjárlög — Reikningur,Fjárframlög 3.540 1.547 1.993 1.547 1.940,1940.0,2016,nan
33. Gjöld fjármála- og efnahagsráðuneytis 69 að hálfu eða meira Í eigu ríkissjóðs 174,Reikningur Fjárheimildir Fjárlög — Reikningur,Stöðugleikaframlög 414.566 384.200 30.366 348.300 -,348300.0,2016,nan
