Ministry,Subcategory,LineItem,Amount_thousands_ISK,Year,normalized_category
Inngangsorð fjármálaráðherra 5 38. Gjöld umhverfisráðuneytis 74,,10. Vörugjöld 39 1. Tekjur ríkissjóðs — sundurliðun 93,93.0,2010,
Inngangsorð fjármálaráðherra 5 38. Gjöld umhverfisráðuneytis 74,,11. Sértækir þjónustuskattar 41 2. Gjöld ráðuneyta og stofnana 97,97.0,2010,
Inngangsorð fjármálaráðherra 5 38. Gjöld umhverfisráðuneytis 74,,12. Neyslu- og leyfisskattar 41 3. Útkoma ráðuneyta og stofnana gagnvart fjárheimildum 107,107.0,2010,
Inngangsorð fjármálaráðherra 5 38. Gjöld umhverfisráðuneytis 74,,13. Skattar á alþjóðaverslun og viðskipti 42 4. Tekjur ráðuneyta og stofnana 118,118.0,2010,
Inngangsorð fjármálaráðherra 5 38. Gjöld umhverfisráðuneytis 74,,14. Aðrir skattar 42 5. Heildarfjárheimildir ársins hjá ráðuneytum og stofnunum 125,125.0,2010,
Inngangsorð fjármálaráðherra 5 38. Gjöld umhverfisráðuneytis 74,,15. Tryggingagjöld 43 6. Millifærslur fjárheimilda innan A-hluta 135,135.0,2010,
Inngangsorð fjármálaráðherra 5 38. Gjöld umhverfisráðuneytis 74,,16. Fjárframlög 44 7. Skattastyrkir eftir skatttegundum 144,144.0,2010,
Inngangsorð fjármálaráðherra 5 38. Gjöld umhverfisráðuneytis 74,,17. Vaxtatekjur 45 8. Skattastyrkir eftir málaflokkum 145,145.0,2010,
Inngangsorð fjármálaráðherra 5 38. Gjöld umhverfisráðuneytis 74,,18. Arðgreiðslur 46 9. Markaðar tekjur rétthafa 146,146.0,2010,
Inngangsorð fjármálaráðherra 5 38. Gjöld umhverfisráðuneytis 74,,19. Ýmsar eignatekjur 46 10. Sala efnislegra eigna 150,150.0,2010,
Inngangsorð fjármálaráðherra 5 38. Gjöld umhverfisráðuneytis 74,,20. Neyslu- og leyfisgjöld 47 11. Veitt og tekin lán A-hluta 151,151.0,2010,
Inngangsorð fjármálaráðherra 5 38. Gjöld umhverfisráðuneytis 74,,21. Sektir og skaðabætur 48 12. Spariskírteini ríkissjóðs. 152,152.0,2010,
Inngangsorð fjármálaráðherra 5 38. Gjöld umhverfisráðuneytis 74,,22. Ýmsar tekjur 49 13. Ríkisbréf 153,153.0,2010,
Inngangsorð fjármálaráðherra 5 38. Gjöld umhverfisráðuneytis 74,,23. Sala efnislegra eigna 50 14. Lánaendurgreiðslur út lánstímann 154,154.0,2010,
Inngangsorð fjármálaráðherra 5 38. Gjöld umhverfisráðuneytis 74,,24. Tekjur af peningalegum eignum 50,50.0,2010,
Inngangsorð fjármálaráðherra 5 38. Gjöld umhverfisráðuneytis 74,,25. Gjöld A-hluta ríkissjóðs 51 Lykiltölur úr ársreikningum ríkisaðila utan A-hluta 155,155.0,2010,
Inngangsorð fjármálaráðherra 5 38. Gjöld umhverfisráðuneytis 74,,26. Gjöld æðstu stjórnar ríksins 57,57.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,,=== PAGE 6 ===,6.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,,=== PAGE 7 ===,7.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,eftir sem hingað til.,Ríkisreikningur fyrir árið 2010 liggur nú fyrir. Tekjujöfnuður ársins 2010 varð neikvæður um 123 milljarða króna en fjárlög höfðu gert ráð fyrir,123.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,eftir sem hingað til.,99 milljarða króna halla. Þessi tekjuhalli er um 26% af heildartekjum ársins og 8% af landsframleiðslu. Niðurstaðan sýnir að áframhaldandi erfið-,8.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,eftir sem hingað til.,"ríkisins. Tekjur eru nánast samkvæmt áætlun og aukast um 3,3% að raungildi milli ára. Gjöld lækka einnig að raungildi eða um 1,3%.",1.3,2010,
33. Gjöld heilbrigðisráðuneytis 66,eftir sem hingað til.,"Óreglulegir, einskiptis liðir hafa hafa mikil áhrif á endanlega niðurstöðu ríkisreiknings. Á gjaldahlið munar mestu um 33 milljarða króna framlag",33.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,eftir sem hingað til.,"til Íbúðalánasjóns og 27,5 milljarðar króna vegna áfallinna ríkisábyrgða. Áætlanir gerðu ráð fyrir 33 milljarða króna eiginfjárframlag til Íbúðalána-",33.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,eftir sem hingað til.,"naut ríkið vissulega á móti góðs af svonefndum Avens viðskiptum á árinu 2010, en hagnaður ríkissjóðs af þeim nam 17,5 milljörðum króna. Engu",17.5,2010,
33. Gjöld heilbrigðisráðuneytis 66,eftir sem hingað til.,því að niðurstaða er mun betri en árin tvö á undan. Árið 2009 var tekjujöfnuðurinn neikvæður um 139 milljarða króna og ólíkt betri en útkoma,139.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,eftir sem hingað til.,ársins 2008 þegar tekjuhallinn var 216 milljarðar króna.,216.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,eftir sem hingað til.,Lánsfjárþörf ríkissjóðs reyndist mun minni á árinu 2010 en lagt var upp með eða 3% af landsframleiðslu samanborið við 15% í áætlun. Nýjar,15.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,eftir sem hingað til.,lántökur námu rúmum 155 milljörðum króna umfram afborganir. Greiðslustaða ríkissjóðs er sterk og batnaði um 102 milljarða króna á árinu,102.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,eftir sem hingað til.,2010. Í árslok var handbært fé 317 milljarðar króna. Ólíkt mörgum öðrum löndum sem glíma við hvað þungbærastar afleiðingar fjármálakreppu,317.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,Stig Í,=== PAGE 8 ===,8.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,Stig Í,=== PAGE 9 ===,9.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,UPPGJÖR OG AFKOMA RÍKISSJÓÐS 2010,Ríkisreikningur er settur fram í samræmi við lög nr. 88/1997 um Afkoma ríkissjóðs,88.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,UPPGJÖR OG AFKOMA RÍKISSJÓÐS 2010,"hverju sinni upplýsingar úr ársreikningum allra ríkisaðila. Upp- var í landsframleiðslu, annað árið í röð, og reyndist hann 3,5%",3.5,2010,
33. Gjöld heilbrigðisráðuneytis 66,fjárreiður ríkisins.,"samanborið við 6,9% árið á undan. Þjóðarútgjöld, sem eru ákveðinn",6.9,2010,
33. Gjöld heilbrigðisráðuneytis 66,fjárreiður ríkisins.,"landframleiðslan eða um 2,5%. Samdráttur var í öllum þáttum þjóð-",2.5,2010,
33. Gjöld heilbrigðisráðuneytis 66,fjárreiður ríkisins.,"arútgjalda; einkaneysla dróst saman um 0,2%, samneysla um 3,2%",3.2,2010,
33. Gjöld heilbrigðisráðuneytis 66,fjárreiður ríkisins.,"og fjárfesting um 8,1%. Hins vegar jókst útflutningur um 1,1% og",1.1,2010,
33. Gjöld heilbrigðisráðuneytis 66,fjárreiður ríkisins.,"innflutningur um 3,9%.",3.9,2010,
33. Gjöld heilbrigðisráðuneytis 66,fjárreiður ríkisins.,"fyrir A-hluta ríkissjóðs í heild og samanburður á útkomu ríkissjóðs. Rekstrarreikningur ríkissjóðs fyrir árið 2010 sýnir 123,3",123.3,2010,
33. Gjöld heilbrigðisráðuneytis 66,fjárreiður ríkisins.,"við fjárheimildir hjá einstökum liðum. Innbyrðis viðskipti milljarða króna tekjuhalla eða um 25,8% af tekjum ársins. Árið",25.8,2010,
33. Gjöld heilbrigðisráðuneytis 66,fjárreiður ríkisins.,"milli sviða og deilda innan stofnunar eru einangruð en ekki 2009 var 139,3 milljarða króna halli eða um 31,7% af tekjum",31.7,2010,
33. Gjöld heilbrigðisráðuneytis 66,annarra ríkisaðila.,Yfirlit 1 sýnir fjármál ríkissjóðs árin 2010 og 2009 ásamt saman-,1.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,annarra ríkisaðila.,Yfirlit 1. Fjármál ríkissjóðs 2010 og 2009,1.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,Reikningur Fjáraukalög Frávik Reikningur,"Tekjur samtals 478.697 477.692 1.005 0,2 439.516",439516.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,Reikningur Fjáraukalög Frávik Reikningur,"Gjöld samtals 601.982 559.805 42.177 7,5 578.780",578780.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,Reikningur Fjáraukalög Frávik Reikningur,Tekjur umfram gjöld -123.285 -82.113 -41.172 - -139.264,139264.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,Reikningur Fjáraukalög Frávik Reikningur,Frumjöfnuður -84.437 -39.214 -45.224 - -99.029,99029.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,Reikningur Fjáraukalög Frávik Reikningur,"Lánsfjárafgangur/lánsfjárþörf, nettó (#/-) -53.043 -233.638 180.594 . -157.384",157384.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,Reikningur Fjáraukalög Frávik Reikningur,"Tekin lán, nettó 155.488 168.000 -12.512 - 199.501",199501.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,Reikningur Fjáraukalög Frávik Reikningur,Innlend lán 116.076 HM ii . 178.983,178983.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,Reikningur Fjáraukalög Frávik Reikningur,Erlend lán 39.412 „a i . 20.518,20518.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,Reikningur Fjáraukalög Frávik Reikningur,Breyting á handbæru fé 102.445 -65.638 168.082 - 42.117,42117.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","Tekjur samtals 311 31,0 . . 29,4",29.4,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","Gjöld samtals 39,1 36,4 . - 38,7",38.7,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","Tekjur umfram gjöld -8,0 -5,3 - . -9,3",9.3,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","Frumjöfnuður -5,5 -2,5 - . -6,6",6.6,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","Lánsfjárafgangur/lánsfjárþörf, nettó (#/-) -3,4 -15,2 . . -10,5",10.5,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %",=== PAGE 10 ===,10.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","og reyndar meiri en áætlanir frá í desember 2010 gerðu ráð fyrir. 2010 í tekjum af tryggingagjöldum eða um 17,7 milljarða króna,",17.7,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","Tekjuhallinn reyndist 8,0% af landsframleiðslu en við afgreiðslu fjár- peningalegum eignum um 17,4 milljarða króna, vörugjöldum um",17.4,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","aukalaga í desember var miðað við 5,3%. Frávikin skýrast að stórum $,8 milljarða króna, skatti á fjármagnstekjur um 6,7 milljarða króna,",6.7,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","hluta af því að þar var gert ráð fyrir 33,0 milljarða króna eiginfjárfram- tekjusköttum einstaklinga um 5,2 milljarða króna og eignarsköttum",5.2,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","lagi til Íbúðalánasjóðs. Við frágang ríkisreiknings sýndi eiginfjárstaða um 4,3 milljarða króna. Lækkun tekna á milli ára er mest í vaxta-",4.3,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","sjóðsins að óhjákvæmilegt var að gjaldfæra framlagið á rekstrarreikn- tekjum eða um 14,9 milljarða króna og tekjusköttum lögaðila um",14.9,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","ing ríkissjóðs. Lánsfjárþörf ríkissjóðs reyndist hins vegar töluvert minni 12,7 milljarða króna. Einstakir tekjustofnar ýmist hækkuðu eða",12.7,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","en áætlað var eða 3,4% af landsframleiðslu samborið við 15,2%. Þau lækkuðu að raungildi á milli ára.",15.2,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %",meira útstreymi á fjárfestingarhreyfingum en varð reyndin. Þar vegur Tekjuskattur einstaklinga. Á árinu 2010 voru tekin upp 3 þrep í hlut-,3.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","þyngst áætluð lánveiting til Seðlabanka Íslands að fjárhæð 188,4 falli tekjuskatts í staðgreiðslu, mismunandi eftir mánaðartekjum.",188.4,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","milljarðar króna en útkoman varð 8,0 milljarðar króna. Samanlagt hlutfall tekjuskatts og útsvars var 37,22% á mánaðar-",37.22,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","tekjur upp í 200 þús. kr., 40,12% tekjubilið 200-650 þús. kr.",650.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","Tekjuhalli ríkissjóðs á árinu 2010 að fjárhæð 123,3 milljarðar króna og 46,12% á tekjur umfram 650 þús. kr. Árið 2009 var hlutfallið",650.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","svarar til 8,0% af landsframleiðslu ársins samanborið við 9,3% halla 37,2% og 8,0% viðbótarskattur á árstekjur umfram 4.200 þús. kr.",4200.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","árið á undan. Við afgreiðslu fjárlaga fyrir árið 2010 sem samþykkt Tekjur ríkissjóðs af tekjuskatti einstaklinga jukust úr 88,6 milljörðum",88.6,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","voru á Alþingi í desember árið 2009 var gert ráð fyrir 98,8 milljarða króna í 93,8 milljarða króna eða um 0,4% að raungildi",0.4,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","sl. var áætlað að tekjuafkoman batnaði um 16,7 milljarða króna Tekjuskattur lögaðila. Almennt er tekjuskattshlutfallið 15,0% af",15.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","þannig að tekjuhalli ársins yrði 82,1 milljarðar króna eða 5,3% af tekjuskattsstofni hjá öðrum en sameignarfélögum, samlögum og",5.3,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","landsframleiðslu. Eins og fram hefur komið reyndist hallinn meiri en sjálfseignarstofnunum þar sem hlutfallið er 23,5%. Tekjur á árinu",23.5,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","síðustu áætlanir ársins gerðu ráð fyrir við afgreiðslu fjáraukalaga 2010 námu 18,4 milljörðum króna samanborið við 31,1 milljarð",31.1,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","króna árið áður. Lækkun á milli ára nam því 43,8% að raungildi og",43.8,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","gjalda, var með 84,4 milljarða króna halla á árinu 2010 eða um hrunið.",84.4,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","5,5% af landsframleiðslu. Við afgreiðslu fjáraukalaga í desember",5.5,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","var hallinn áætlaður 39,2 milljarðar króna. Frávikin skýrast að Skattur á fjármagnstekjur. Árið 2010 var lagður 18% skattur á allar",18.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","stórum hluta af því að þar var ekki gert ráð fyrir gjaldfærslu á 33,0 fjármagnstekjur umfram 100.000 kr. Árið 2009 var skatturinn 10%",10.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %",milljarða króna framlagi til Íbúðalánasjóðs. Halli á frumjöfnuði nam en síðustu 6 mánuði ársins var lagður 5% viðbótarskattur á fjár-,5.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","99,0 milljörðum króna á árinu 2009 og lækkar hann því um 14,6 magnstekjur umfram 250.000 kr. Tekjurnar námu 32,7 milljörðum",32.7,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","milljarða króna á milli ára. króna árið 2010 samanborið við 26,0 milljarða króna árið á undan.",26.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","Hækkun á milli ára nam 19,5% að raungildi.",19.5,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","Tekjur ríkissjóðs námu alls 478,7 milljörðum króna á árinu 2010",478.7,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %",en áætlaðar tekjur ársins við afgreiðslu fjáraukalaga í desember sl. Eignarskattar. Með lögum nr. 128/2009 var lagður á auðlegðarskatt-,128.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","námu 477,7 milljörðum króna. Útkoma ársins reyndist því 1,0 millj- ur. Skatturinn reiknast 1,25% af auðlegðarskattstofni umfram 90",90.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","arði króna hærri en áætlað var eða um 0,2%. Einstakir tekjustofnar millj. kr. hjá einstaklingi og 120 millj. kr. hjá hjónum. Tekjur ríkis-",120.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","voru þó ýmist umfram eða undir áætlun. Helstu frávik þar sem sjóðs af eignarsköttum námu alls 9,7 milljörðum króna á árinu 2010",9.7,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","útkoman reyndist umfram áætlun voru tekjur af fjármagnstekjuskatti samanborið við 5,3 milljarða króna árið á undan. Hækkun á milli",5.3,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","eða um 5,3 milljarða króna, vaxtatekjur um 1,9 milljarða króna og ára nam 4,3 milljörðum króna, þar af voru tekjur að auðlegðarskatti",4.3,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","sektir og skaðabætur um 1,7 milljarða króna. Undir áætlun er helst 3,8 milljarðar króna. Erfðafjárskattur flokkast meðal eignarskatta,",3.8,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","að nefna tekjuskatt lögaðila eða um 3,1 milljarð króna, virðisauka- en tekjur af honum jukust úr 1,6 milljörðum króna árið 2009 í 2,6",2.6,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","skatt um 2,9 milljarða króna og tekjuskatt einstaklinga um 1,4 milljarða króna árið 2010. Aukningin á milli ára skýrist vafalítið af",1.4,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %",en með þeim var skattprósentan hækkuð úr 5% í 10%. Hækkun,10.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","Tekjur ríkissjóðs á árinu 2010 að fjárhæð 478,7 milljarðar króna tekna ríkissjóðs af eignarsköttum nam 72,3% að raungildi á milli",72.3,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","jafngilda 31,1% af landsframleiðslu ársins. Árið 2009 námu ára.",31.1,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","tekjurnar 439,5 milljörðum króna eða 29,4% af landsframleiðslu",29.4,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","Hækkun tekna á milli ára nam 39,2 milljörðum króna eða um 8,9%.",8.9,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","Meðalvísitala neysluverðs hækkaði um 5,4% á milli áranna 2009 og",5.4,2010,
33. Gjöld heilbrigðisráðuneytis 66,"Hlutfall af vergri landframleiðslu, %","2010, þannig að tekjurnar hækkuðu um 3,3% að raungildi á milli",3.3,2010,
33. Gjöld heilbrigðisráðuneytis 66,ára.,=== PAGE 11 ===,11.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,ára.,"Virðisaukaskattur. Tekjur ríkissjóðs af virðisaukaskatti námu 124,0 um að ræða hagnað af svonefndu Avens-samkomulagi og öðrum",124.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,ára.,"milljörðum króna árinu 2010 samanborið við 121,2 milljarða króna samningum í tengslum við það.",121.2,2010,
33. Gjöld heilbrigðisráðuneytis 66,ára.,"árið 2009. Að raungildi lækkuðu tekjurnar um 3,0% á milli ára og",3.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,ára.,"hlutdeild þeirra í heildartekjum ríkissjóðs lækkaði úr 27,6% í 25,9%. Í maímánuði 2010 undirritaði Seðlabanki Íslands, fyrir hönd ríkis-",25.9,2010,
33. Gjöld heilbrigðisráðuneytis 66,ára.,"Skýrist það einkum af minni eftirspurn innanlands en þjóðarútgjöld sjóðs, og Seðlabanki Luxemburgar samkomulag um kaup á 98%",98.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,ára.,"drógust saman um 2,5% á árinu 2010. útistandandi skuldabréfa Avens B. V. sem var stærsti einstaki eigandi",2.5,2010,
33. Gjöld heilbrigðisráðuneytis 66,ára.,"krónueigna utan Íslands. Krónueignir þessar námu 125,6 milljörðum",125.6,2010,
33. Gjöld heilbrigðisráðuneytis 66,ára.,"Vörugjöld. Tekjur ríkissjóðs af vörugjöldum voru 46,7 milljarðar króna íslenskra króna eða um fjórðungi allra krónueigna erlendra aðila.",46.7,2010,
33. Gjöld heilbrigðisráðuneytis 66,ára.,"á árinu 2010 en þau námu 39,9 milljörðum króna á árinu 2009. Eignasafnið skiptist þannig að 76,1 milljarður króna voru í Íbúðalána-",76.1,2010,
33. Gjöld heilbrigðisráðuneytis 66,ára.,"Hækkun á milli ára nam 6,8 milljörðum króna eða um 11,0% að sjóðsbréfum, 6,0 milljarðar króna í ríkisbréfum og 43,5 milljarða",43.5,2010,
33. Gjöld heilbrigðisráðuneytis 66,ára.,raungildi. Með lögum nr. 129/2009 var lagt á sérstakt kolefnisgjald króna innstæða í Bank of NY.,129.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,ára.,"af fljótandi jarðefnaeldsneyti og námu tekjur af því 1,9 milljörðum Greiðslur ríkissjóðs við framangreind kaup námu 74,7 milljörðum",74.7,2010,
33. Gjöld heilbrigðisráðuneytis 66,ára.,"króna á árinu 2010. Með sömu lögum var einnig lagður sérstakur króna, þar af voru 10,6 milljarðar króna í reiðufé og 64,1 milljarður",64.1,2010,
33. Gjöld heilbrigðisráðuneytis 66,ára.,"skattur á selda raforku og heitt vatn sem aflaði ríkissjóði 2,0 milli- króna með erlendri lántöku.",2.0,2010,
33. Gjöld heilbrigðisráðuneytis 66,arða króna á árinu 2010.,"Tryggingagjöld. Tekjur af tryggingagjöldum námu 63,6 milljörðum a) Ríkissjóður keypti 2% hlut NBI hf. í Avens B. V. fyrir um 2,9",2.9,2010,
