Ministry,Subcategory,LineItem,Amount_thousands_ISK,Year,normalized_category
34. Gjöld umhverfis- og auðlindaráðuneytis 75,,23. Sala efnislegra eigna 53 16. Skuldbindandi langtímasamningar 158,158.0,2012,
34. Gjöld umhverfis- og auðlindaráðuneytis 75,,24. Tekjur af peningalegum eignum 53,53.0,2012,
34. Gjöld umhverfis- og auðlindaráðuneytis 75,,25. Gjöld A-hluta ríkissjóðs 54 Lykiltölur úr ársreikningum ríkisaðila utan A-hluta 163,163.0,2012,
34. Gjöld umhverfis- og auðlindaráðuneytis 75,,26. Gjöld æðstu stjórnar ríkisins 62,62.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,,=== PAGE 5 ===,5.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,INNGANGSORÐ FJÁRMÁLA- OG EFNAHAGSRÁÐHERRA,Ríkisbúskapurinn hefur búið við verulegan halla allt frá efnahagshruni. Uppsafnaður halli ríkissjóðs á árabilinu 2008-2012 nemur alls 604,604.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,INNGANGSORÐ FJÁRMÁLA- OG EFNAHAGSRÁÐHERRA,"milljörðum króna. Í árslok 2007 voru heildarskuldir ríkissjóðs að meðtöldum lífeyrisskuldbindingum 542 milljarðar króna eða 42,3% af",42.3,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,INNGANGSORÐ FJÁRMÁLA- OG EFNAHAGSRÁÐHERRA,"landsframleiðslu samanborið við 1.890 milljarða króna eða 110,6% í árslok 2012. Ennfrekar má nefna að vaxtagjöld ríkissjóðs námu 22",22.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,INNGANGSORÐ FJÁRMÁLA- OG EFNAHAGSRÁÐHERRA,milljörðum króna árið 2007 en voru 76 milljarðar króna á árinu 2012.,76.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,INNGANGSORÐ FJÁRMÁLA- OG EFNAHAGSRÁÐHERRA,að tekjujöfnuðurinn varð neikvæður um 36 milljarða króna en endurskoðaðar áætlanir gerðu ráð fyrir að hann yrði neikvæður um 26 milljarða.,26.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,INNGANGSORÐ FJÁRMÁLA- OG EFNAHAGSRÁÐHERRA,Raunútkoman varð því 10 milljörðum króna lakari en fyrirséð var við afgreiðslu fjáraukalaga í desember sl. Tekjuhallinn svarar til 7% af,7.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,INNGANGSORÐ FJÁRMÁLA- OG EFNAHAGSRÁÐHERRA,heildartekjum ríkissjóðs á árinu eða 2% af landsframleiðslunni.,2.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,INNGANGSORÐ FJÁRMÁLA- OG EFNAHAGSRÁÐHERRA,Frumjöfnuður ársins 2012 var jákvæður um 18 milljarða króna en gert var ráð fyrir að hann yrði jákvæður um 30 milljarða króna. Mestu munar um,30.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,INNGANGSORÐ FJÁRMÁLA- OG EFNAHAGSRÁÐHERRA,niðurfærslu á bókfærðum eignarhluta ríkissjóðs í Íbúðalánasjóði um 7 milljarðar króna.,7.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,INNGANGSORÐ FJÁRMÁLA- OG EFNAHAGSRÁÐHERRA,"Tekjur voru 3,4 milljörðum króna lægri en gert var ráð fyrir og gjöldin 6,6 milljörðum króna hærri. Þrátt fyrir lakari tekjuafkomu en að var stefnt",6.6,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,INNGANGSORÐ FJÁRMÁLA- OG EFNAHAGSRÁÐHERRA,"þá var hún mun hagstæðari en árið 2011 þegar tekjuhallinn var 89 milljarðar króna. Hins vegar var ríkissjóður með lánsfjárþörf sem nam 3,6% af",3.6,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,INNGANGSORÐ FJÁRMÁLA- OG EFNAHAGSRÁÐHERRA,"landsframleiðslu á árinu 2012 samanborið við 3,5% lánsfjárafgang á árinu 2011.",3.5,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,INNGANGSORÐ FJÁRMÁLA- OG EFNAHAGSRÁÐHERRA,Greiðslustaða ríkissjóðs er enn sterk. Handbært fé ríkissjóðs á innlendum reikningum nam 143 milljörðum króna í árslok í stað 155 milljarða,155.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,INNGANGSORÐ FJÁRMÁLA- OG EFNAHAGSRÁÐHERRA,"króna í lok árs 2011. Þá námu gjaldeyrisinnstæður ríkissjóðs í Seðlabanka Íslands, sem styrkja gjaldeyrisforðann, 338 milljörðum króna „ höfðu",338.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,INNGANGSORÐ FJÁRMÁLA- OG EFNAHAGSRÁÐHERRA,lækkað um 38 milljarða frá fyrra ári.,38.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,INNGANGSORÐ FJÁRMÁLA- OG EFNAHAGSRÁÐHERRA,"að auka við þær. Á árinu 2012 var lítilsháttar hagvöxtur á Íslandi þar sem landsframleiðsla jókst um 1,6%, skv. bráðabirgðatölum Hagstofunnar.",1.6,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,fjami Knudktnn,=== PAGE 6 ===,6.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,UPPGJÖR OG AFKOMA RÍKISSJÓÐS 2012,Ríkisreikningur er settur fram í samræmi við lög nr. 88/1997 um Afkoma ríkissjóðs,88.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,fjárreiður ríkisins.,"leiðslan jókst um 1,6% á árinu 2012 og um 2,9% árið 2011. Þjóð-",2.9,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,fjárreiður ríkisins.,"ívið meira en landframleiðslan bæði árin eða um 1,9% árið 2012",1.9,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,fjárreiður ríkisins.,"og 4,1% árið á undan. Aukning var í flestum þáttum þjóðarútgjalda",4.1,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,fjárreiður ríkisins.,"a) Ríkisreikningur 2012 — Heildaryfirlit þar sem sýnd er afkoma 2,7%, samneysla dróst saman um 0,2% og fjármunamyndun í heild",0.2,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,fjárreiður ríkisins.,"allra ríkisaðila. Þar kemur fram vísir að samstæðureikningi jókst um 4,4% þrátt fyrir 17,0% samdrátt í opinberri fjárfestingu. Á",17.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,fjárreiður ríkisins.,"fyrir A-hluta ríkissjóðs í heild og samanburður á útkomu við sama hátt jókst útflutningur um 3,9% og innflutningur um 4,8%.",4.8,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,fjárreiður ríkisins.,"aðila innan A-hluta. Jafnframt eru í ríkisreikningi sýndar lykil- fyrir árið 2012 sýnir 35,8 milljarða króna tekjuhalla eða um 6,8%",6.8,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,fjárreiður ríkisins.,"tölur úr ársreikningum annarra ríkisaðila, þ.e. ríkisfyrirtækja í af tekjum ársins. Árið 2011 var hallinn 89,4 milljarða króna eða um",89.4,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,fjárreiður ríkisins.,"B-hluta, lánastofnana í C-hluta, fjármálastofnana í D-hluta og 18,4% af tekjum ársins.",18.4,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,hlutafélaga og sameignarfélaga í E-hluta.,annarra ríkisaðila. Yfirlit 1 sýnir fjármál ríkissjóðs árin 2012 og 2011 ásamt saman-,1.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,hlutafélaga og sameignarfélaga í E-hluta.,Yfirlit 1. Fjármál ríkissjóðs 2012 og 2011,1.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,Reikningur Fjáraukalög Frávik Reikningur,"Tekjur samtals 525.876 529.231 -3.355 — -0,6 486.526",486526.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,Reikningur Fjáraukalög Frávik Reikningur,"Gjöld samtals 561.721 555.074 6.647 1,2 575.950",575950.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,Reikningur Fjáraukalög Frávik Reikningur,Tekjur umfram gjöld -35.845 -25.843 -10.002 - -89.424,89424.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,Reikningur Fjáraukalög Frávik Reikningur,Frumjöfnuður 18.011 30.062 -12.051 - -43.204,43204.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,Reikningur Fjáraukalög Frávik Reikningur,"Lánsfjárafgangur/lánsfjárþörf, nettó (#/-) -61.787 -49.836 -11.951 . 57.747",57747.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,Reikningur Fjáraukalög Frávik Reikningur,"Tekin lán, nettó -8.822 -5.000 -3.822 - 146.783",146783.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,Reikningur Fjáraukalög Frávik Reikningur,Innlend lán 30.602 HM ii . 62.316,62316.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,Reikningur Fjáraukalög Frávik Reikningur,Erlend lán -39.424 „a i . 84.467,84467.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,Reikningur Fjáraukalög Frávik Reikningur,Breyting á handbæru fé -70.609 -54.836 -15.773 - 204.530,204530.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","Tekjur samtals 30,8 31,0 . . 29,8",29.8,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","Gjöld samtals 32,9 32,5 . . 35,3",35.3,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","Tekjur umfram gjöld -2,1 -15 - - -5,5",5.5,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","Frumjöfnuður Ll 18 - - -2,6",2.6,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","Lánsfjárafgangur/lánsfjárþörf, nettó (4/-) -3,6 -2,9 8 . 3,5",3.5,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %",=== PAGE 7 ===,7.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","Yfirlitið sýnir að áfram var ríkissjóður rekinn með töluverðum reyndust undir áætlun voru tryggingagjöld um 3,2 milljarða króna,",3.2,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","tekjuhalla árið 2012 þó svo að hann sé verulega minni en árið á skattur á fjármagnstekjur um 3,2 milljarða króna, tekjuskattur ein-",3.2,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","undan. Tekjuhalli ríkissjóðs á árinu 2012 að fjárhæð 35,8 milljarðar staklinga um 1,3 milljarða króna og erfðafjárskattur um 1,1 milljarð",1.1,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","króna svarar til 2,1% af landsframleiðslu ársins samanborið við 89,4 króna. Helstu frávik þar sem tekjur reyndust umfram áætlun voru í",89.4,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","milljarða króna eða 5,5% halla árið á undan. Hallinn reyndist meiri tekjuskatti lögaðila um 1,7 milljarða króna og vaxtatekjum um 1,1",1.1,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","miðað við 20,7 milljarða króna halla. Við afgreiðslu fjáraukalaga fyrir",20.7,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","5,1 milljarð króna þannig að tekjuhalli ársins yrði 25,8 milljarðar",25.8,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","króna eða 1,5% af landsframleiðslu. Útkoman var því 10,0 milli-",10.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","2012 í tekjum af virðisaukaskatti um 11,0 milljarða króna, öðrum",11.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","eignatekjum um 6,9 milljarða króna, tekjuskatti einstaklinga um 5,6",5.6,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","milljarða króna, arðgreiðslum um 5,0 milljarða króna, tekjuskatti",5.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","lögaðila um 4,7 milljarða króna, eignarsköttum um 4,3 milljarða",4.3,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","króna og vörugjöldum um 3,7 milljarða króna. Lækkun tekna á milli",3.7,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","ára er mest í sölu efnislegra eigna um 3,8 milljarða króna, tekjum af",3.8,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","bókfærðum eignarhluta ríkissjóðs í Íbúðarlánasjóði um 7,1 milljarð",7.1,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","króna. Jafnframt var gjaldfærsla lífeyrisskuldbindinga 3,3 milljarða",3.3,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","5,1 milljarð króna innan fjárheimilda.",5.1,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","peningalegum eignum um 2,9 milljarða króna, tryggingagjöldum um",2.9,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","1,9 milljarða króna, fjármagnstekjuskatti um 1,8 milljarða króna og",1.8,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","sektum og skaðabótum um 1,7 milljarða króna. Einstakir tekju-",1.7,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","aði og fjármagnstekjum, var jákvæður um 18,0 milljarða króna á",18.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","árinu 2012 en hann var neikvæður um 43,2 milljarða króna árið",43.2,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %",2011. Afkoman á þennan mælikvarða batnaði því um rúman 61,61.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","frumjöfnuðurinn jákvæður um 1,1% árið 2012 en var neikvæður",1.1,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","um 2,6% árið 2011. Við afgreiðslu fjáraukalaga í desember var",2.6,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","frumjöfnuðurinn áætlaður jákvæður um 30,1 milljarð króna. Mis-",30.1,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","námu 103,0 milljörðum króna árið 2012 samanborið við 97,4 millj-",97.4,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","arða króna árið á undan. Hækkun á milli ára var 5,7% eða hækkun",5.7,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","um 0,5% að raungildi. Á sama hátt og árið á undan voru 3 þrep í",3.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","Samanlagt hlutfall tekjuskatts og útsvars var 37,34% á mánaðar-",37.34,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","tekjur upp í 230.000 kr., 40,24% fyrir tekjubilið 230.001-704.367",704367.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","kr. og 46,24% á tekjur umfram 704.367 kr.",704367.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","munur á útkomu og áætlun á frumjöfnuðinum var því 12,1 milljarður",12.1,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","króna og eru það ívið meiri frávik en eru á milli áætlunar og útkomu Tekjuskattur lögaðila. Tekjur námu 38,2 milljörðum króna á árinu",38.2,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","í tekjuhallanum. 2012 samanborið við 33,4 milljarða króna árið áður. Hækkun á milli",33.4,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","ára nam 8,5% að raungildi. Tekjuskattshlutfall lögaðila hækkaði úr",8.5,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %",18% af tekjuskattsstofni árið 2011 í 20% árið 2012 en hjá sam-,20.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","eignarfélögum hækkaði hlutfallið úr 32,7% af tekjuskattsstofni árið",32.7,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","2011 í 36,0% árið 2012",36.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","2011 var ríkissjóður með hreinan lánsfjárafgang sem nam 3,5% af",3.5,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","landsframleiðslu en árið 2012 var 3,6% lánsfjárþörf. Er það nokkru",3.6,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","en þá var gert ráð fyrir 2,9% lánsfjárþörf. Skattur á fjármagnstekjur. Tekjurnar námu 18,6 milljörðum króna",18.6,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","árið 2012 samanborið við 20,4 milljarða króna árið á undan.",20.4,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","Tekjur A-hluta ríkisjóðs Lækkun á milli ára nam 13,4% að raungildi. Hlutfall fjármagns-",13.4,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %",tekjuskatts er 20% samkvæmt lögum nr. 154/2010 um ráðstafanir í,154.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %",umfram 100.000 kr. hjá einstaklingum (200.000 kr. hjá hjónum/,200000.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %",samsköttuðum) og á 70% af tekjum af útleigu íbúðarhúsnæðis,70.0,2012,
32. Gjöld velferðarráðuneytis 69 eða meira Í eigu ríkissjóðs 168,"Hlutfall af vergri landframleiðslu, %","Tekjur ríkissjóðs á árinu 2012 námu 525,9 milljörðum króna og",525.9,2012,
